match_id,team
1235832,Bulgaria
1235832,Romania
1237122,South Africa
1237122,England
1237123,South Africa
1237123,England
1237124,South Africa
1237124,England
1239540,Pakistan
1239540,England
1239541,England
1239541,Pakistan
1239542,Pakistan
1239542,England
1243019,Pakistan
1243019,South Africa
1243020,Pakistan
1243020,South Africa
1243021,South Africa
1243021,Pakistan
1243388,India
1243388,England
1243389,England
1243389,India
1243390,India
1243390,England
1243391,India
1243391,England
1243392,India
1243392,England
1244846,Pakistan
1244846,South Africa
1244847,South Africa
1244847,Pakistan
1244848,Pakistan
1244848,South Africa
1249206,Sri Lanka
1249206,England
1249207,Sri Lanka
1249207,England
1249208,England
1249208,Sri Lanka
1249235,New Zealand
1249235,England
1249236,New Zealand
1249236,England
1249237,England
1249237,New Zealand
1249238,New Zealand
1249238,Australia
1249239,Australia
1249239,New Zealand
