match_id,player
1308236,O Prendergast
1308237,Nida Dar
1308238,GH Lewis
1309701,SJ Baard
1309702,DM Nakrani
1309703,JJ Smit
1310162,Yasir Ali
1310163,T Nightingale
1310164,LA Burns
1310165,MWR Stokes
1310166,D Doyle-Calle
1310167,Rizwan Mahmood
1310168,T Bharaj
1310169,HAM Shah
1310170,B George
1310171,B Arora
1310172,HV Mandhyan
1310173,B George
1310174,S Davizi
1310175,A Kheterpal
1310176,B George
1310177,S Davizi
1310178,Zahir Mohammed
1310179,L Bruce
1310180,Taranjeet Singh
1310181,R Satheesan
1310182,A Ashokan
1310183,R Satheesan
1310184,Saim Hussain
1310185,KC D'Souza
1310186,Dylan Steyn
1310187,Taranjeet Singh
1310188,H Carlyon
1310887,CS Mugeri-Tiripano
1310888,JA Diergaardt
1310889,JA Diergaardt
1310890,J Nkomo
1310891,J Nkomo
1310892,PE Kulume
1310893,J Mbabazi
1310894,SM Mayers
1310895,E Van Zyl
1310896,N Sibanda
1310938,CR Ervine
1310939,CG Williams
1310941,MG Erasmus
1310942,CG Williams
1310981,Tuba Hassan
1310982,Ayesha Naseem
1310983,Bismah Maroof
1311744,CR Seneviratna
1311745,ER Oza
1311746,KKN Egodage
1311747,S Gokhale
1314897,J Mbabazi
1314898,R Musamali
1314899,K Awino
1314900,H Roy
1314901,J Pandey
1316642,L Paul
1316643,S Ismail
1316644,L Goodall
1317136,KC D'Souza
1317137,IA De Silva
1317138,Saim Hussain
1317139,H Lakov
1317150,R Powell
1317151,N Pooran
1317482,AJ Finch
1317483,DA Warner
1317486,AD Hales
1317487,DJ Malan
1317636,A King
1317637,Nida Dar
1317638,TM McGrath
1317903,KD Karthik
1317904,OC McCoy
1317905,SA Yadav
1317906,Avesh Khan
1317907,AR Patel
1317908,MJ Santner
1317909,GD Phillips
1317910,BA King
1318357,DA Blignaut
1318358,V Ganesan
1318359,Aqib Iqbal
1318360,Abdullah Akbarjan
1318361,Iqbal Hossain
1318362,Talha Khan
1318373,C Aweko
1318375,F Eseigbe
1318376,L Idambo
1318377,Zinaida Jeremiah
1318378,H Ishimwe
1318379,R Samson
1318380,RD de Sousa
1318381,PZ Kamunya
1318382,V Ooko
1318383,F Eseigbe
1318393,G Ishimwe
1318394,S Akiteng
1318396,S Wetoto
1318404,PZ Kamunya
1319709,JI Rodrigues
1319710,H Kaur
1319711,AC Jayangani
1320190,Mas Elysa
1320191,Sangita Rai
1320194,ER Oza
1320195,M Hill
1320196,WA Duraisingam
1320197,RC Belbashi
1320198,KY Chan
1320200,I Nandakumar
1320201,K Kunwar
1320202,Vinu Kumar
1320203,A Mare
1320204,Maryam Omar
1320205,M Hill
1320206,WA Duraisingam
1320207,M Bibi
1320208,ER Oza
1320209,D Wangmo
1320211,Mas Elysa
1320212,Theertha Satish
1320969,Aziz Mohammad
1320973,VP Thamotharam
1320974,ND Laegsgaard
