match_id,innings_number,over,ball_in_over,batting_team,player_out,kind,fielders
1044211,1,12,4,Sri Lanka,LE Kaushalya,caught,EA Perry
1044211,1,12,5,Sri Lanka,KADA Kanchana,lbw,
1044211,1,13,1,Sri Lanka,MADD Surangika,caught and bowled,
1050217,1,0,5,West Indies,E Lewis,caught,Mohammad Nawaz (3)
1050217,1,2,2,West Indies,ADS Fletcher,bowled,
1050217,1,2,4,West Indies,MN Samuels,lbw,
1050217,1,3,4,West Indies,J Charles,bowled,
1050217,1,4,3,West Indies,N Pooran,caught,Sarfraz Ahmed
1050217,1,10,3,West Indies,KA Pollard,bowled,
1050217,1,10,5,West Indies,CR Brathwaite,caught,Khalid Latif
1050217,1,11,3,West Indies,SP Narine,run out,Khalid Latif
1050217,1,19,3,West Indies,JE Taylor,bowled,
1050217,1,19,6,West Indies,DJ Bravo,caught,Umar Akmal
1050217,2,3,5,Pakistan,Sharjeel Khan,bowled,
1050219,1,2,2,Pakistan,Sharjeel Khan,bowled,
1050219,1,8,1,Pakistan,Babar Azam,caught,KA Pollard
1050219,1,11,5,Pakistan,Khalid Latif,run out,E Lewis|ADS Fletcher
1050219,1,19,2,Pakistan,Shoaib Malik,caught,KA Pollard
1050219,2,2,3,West Indies,J Charles,caught,Umar Akmal
1050219,2,3,4,West Indies,E Lewis,caught,Sharjeel Khan
1050219,2,5,3,West Indies,MN Samuels,caught,Sarfraz Ahmed
1050219,2,9,6,West Indies,DJ Bravo,bowled,
1050219,2,14,2,West Indies,ADS Fletcher,bowled,
1050219,2,14,5,West Indies,KA Pollard,caught,Sarfraz Ahmed
1050219,2,15,7,West Indies,N Pooran,caught,Mohammad Nawaz (3)
1050219,2,18,2,West Indies,CR Brathwaite,caught,Umar Akmal
1050219,2,19,7,West Indies,SP Narine,caught,Umar Akmal
1050221,1,2,2,West Indies,J Charles,bowled,
1050221,1,2,3,West Indies,CAK Walton,bowled,
1050221,1,4,4,West Indies,ADS Fletcher,run out,Rumman Raees|Sarfraz Ahmed
1050221,1,8,1,West Indies,DJ Bravo,bowled,
1050221,1,12,5,West Indies,N Pooran,caught,Shoaib Malik
1050221,2,5,1,Pakistan,Sharjeel Khan,caught,ADS Fletcher
1050221,2,5,7,Pakistan,Khalid Latif,bowled,
1050615,1,0,4,New Zealand,SW Bates,caught,Ayesha Zafar
1050615,1,1,2,New Zealand,RH Priest,bowled,
1050615,1,4,5,New Zealand,AE Satterthwaite,caught,Aliya Riaz
1050615,1,4,6,New Zealand,SFM Devine,bowled,
1050615,1,7,2,New Zealand,TMM Newton,run out,Bismah Maroof
1050615,1,11,1,New Zealand,KJ Martin,caught,Bismah Maroof
1050615,1,15,3,New Zealand,EC Perry,caught,Javeria Khan
1050615,1,19,5,New Zealand,LMM Tahuhu,run out,Bismah Maroof
1050615,1,19,6,New Zealand,KT Perkins,caught,Nain Abidi
1050615,2,1,1,Pakistan,Javeria Khan,caught,EC Perry
1050615,2,2,7,Pakistan,Bismah Maroof,run out,LMM Tahuhu|SW Bates|MJG Nielsen
1050615,2,3,2,Pakistan,Nain Abidi,bowled,
1050615,2,5,3,Pakistan,Ayesha Zafar,caught,AE Satterthwaite
1050615,2,8,6,Pakistan,Nida Dar,lbw,
1050615,2,10,5,Pakistan,Iram Javed,caught,SW Bates
1050615,2,11,4,Pakistan,Sidra Nawaz,caught,AE Satterthwaite
1050615,2,13,2,Pakistan,Asmavia Iqbal,lbw,
1050615,2,17,7,Pakistan,Sana Mir,bowled,
1050615,2,19,6,Pakistan,Sadia Yousuf,run out,AC Kerr|RH Priest
1065348,1,4,5,India,S Mandhana,caught,Asmavia Iqbal
1065348,1,11,3,India,S Meghana,run out,Javeria Khan|Sidra Nawaz
1065348,1,12,6,India,V Krishnamurthy,lbw,
1065348,1,16,2,India,H Kaur,bowled,
1065348,1,19,5,India,J Goswami,caught,Javeria Khan
1065348,2,4,2,Pakistan,Ayesha Zafar,bowled,
1065348,2,5,4,Pakistan,Asmavia Iqbal,bowled,
1065348,2,9,4,Pakistan,Javeria Khan,caught,H Kaur
1065348,2,13,3,Pakistan,Bismah Maroof,caught and bowled,
1065348,2,14,4,Pakistan,Nain Abidi,stumped,S Verma
1065348,2,15,4,Pakistan,Iram Javed,stumped,S Verma
1072316,1,1,1,New Zealand,C Munro,caught,AT Carey
1072316,1,1,2,New Zealand,MJ Guptill,bowled,
1072316,1,3,2,New Zealand,TC Bruce,caught,KW Richardson
1072316,1,7,2,New Zealand,KS Williamson,caught,DA Warner
1072316,1,12,1,New Zealand,TA Blundell,caught,KW Richardson
1072316,1,15,6,New Zealand,LRPL Taylor,caught,AT Carey
1072316,1,17,2,New Zealand,MJ Santner,caught,DA Warner
1072316,1,19,2,New Zealand,TG Southee,caught,MP Stoinis
1072316,1,19,6,New Zealand,IS Sodhi,bowled,
1072316,2,1,5,Australia,DJM Short,caught,LRPL Taylor
1072316,2,2,1,Australia,DA Warner,caught,TC Bruce
1072316,2,10,6,Australia,CA Lynn,caught,IS Sodhi
1072317,1,1,4,England,JJ Roy,caught,AJ Tye
1072317,1,6,1,England,AD Hales,caught and bowled,
1072317,1,9,4,England,EJG Morgan,caught,DA Warner
1072317,1,12,3,England,JC Buttler,caught,GJ Maxwell
1072317,1,14,1,England,SW Billings,caught and bowled,
1072317,1,15,3,England,DJ Malan,caught,AJ Tye
1072317,1,15,4,England,DJ Willey,stumped,AT Carey
1072317,1,16,3,England,AU Rashid,caught,MP Stoinis
1072317,1,17,2,England,TK Curran,caught,DA Warner
1072317,2,0,2,Australia,DA Warner,caught,AD Hales
1072317,2,0,4,Australia,CA Lynn,bowled,
1072317,2,8,4,Australia,DJM Short,caught and bowled,
1072317,2,11,4,Australia,MP Stoinis,caught,SW Billings
1072317,2,15,5,Australia,TM Head,bowled,
1072318,1,1,2,England,AD Hales,caught,AJ Finch
1072318,1,2,2,England,JJ Roy,caught,AT Carey
1072318,1,3,6,England,DJ Malan,run out,
1072318,1,10,5,England,JM Vince,bowled,
1072318,1,17,3,England,SW Billings,caught,DA Warner
1072318,1,19,2,England,DJ Willey,caught,DA Warner
1072318,1,19,6,England,JC Buttler,caught,AC Agar
1072318,2,0,4,Australia,DA Warner,caught,JC Buttler
1072318,2,5,3,Australia,CA Lynn,caught,JC Buttler
1072318,2,13,1,Australia,GJ Maxwell,caught,JC Buttler
1072319,1,4,4,New Zealand,C Munro,caught,SW Billings
1072319,1,13,4,New Zealand,MJ Guptill,caught,LE Plunkett
1072319,1,13,5,New Zealand,C de Grandhomme,caught,CJ Jordan
1072319,1,17,7,New Zealand,KS Williamson,bowled,
1072319,1,18,8,New Zealand,MS Chapman,caught,SW Billings
1072319,2,2,1,England,JJ Roy,caught,TA Boult
1072319,2,8,3,England,AD Hales,caught,C de Grandhomme
1072319,2,10,4,England,JM Vince,run out,
1072319,2,11,6,England,JC Buttler,caught,TG Southee
1072319,2,14,5,England,SW Billings,caught,IS Sodhi
1072319,2,16,4,England,DJ Malan,caught,TA Boult
1072319,2,17,5,England,CJ Jordan,bowled,
1072319,2,17,6,England,LE Plunkett,bowled,
1072319,2,18,7,England,DJ Willey,run out,
1072320,1,10,4,New Zealand,C Munro,caught,GJ Maxwell
1072320,1,12,5,New Zealand,TL Seifert,caught,AJ Finch
1072320,1,16,6,New Zealand,MJ Guptill,caught,GJ Maxwell
1072320,1,17,7,New Zealand,MS Chapman,hit wicket,
1072320,1,18,2,New Zealand,C de Grandhomme,bowled,
1072320,1,18,5,New Zealand,KS Williamson,caught,AJ Tye
1072320,2,8,3,Australia,DA Warner,bowled,
1072320,2,11,1,Australia,CA Lynn,caught,MJ Guptill
1072320,2,15,2,Australia,GJ Maxwell,bowled,
1072320,2,16,6,Australia,DJM Short,caught,TL Seifert
1072320,2,18,4,Australia,MP Stoinis,run out,
1072321,1,2,3,England,AD Hales,caught,KS Williamson
1072321,1,3,1,England,JJ Roy,caught,KS Williamson
1072321,1,12,1,England,DJ Malan,caught,MS Chapman
